Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000151515087,,1,1,20230327,20230201,,391.09,38.57,0.0,0.0,0.0,0.0,0.0,1.25,92566.69,92154.56,92977.08,92566.69,412.13,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.13,352.52,N,0.0,0.0,0.0,803.22,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.07,0.0,4.55375,0.0,,,159,N,,,
CMLT06AMC1,0000000098519556,,1,1,20230327,20230201,,455.25,113.81,0.0,0.0,0.0,0.0,0.0,3.7,273149.96,272653.47,273645.62,273149.96,496.49,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.49,341.44,N,0.0,0.0,0.0,951.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,160,N,,,
CMLT06AMC1,0000000097582639,,1,1,20230327,20230201,,304.85,39.28,0.0,0.0,0.0,0.0,0.0,1.28,94282.92,0.0,94458.7,0.0,0.0,0.0,0.0,0.0,,2,20230217,94282.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.08,0.0,0.0,-71.5,0.0,265.57,N,0.0,0.0,0.0,481.2,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.88,0.0,3.36375,0.0,,,159,Y,20080401,,
CMLT06AMC1,0000000097583199,,1,1,20230327,20230301,,319.28,79.82,0.0,0.0,0.0,0.0,0.0,2.59,191567.81,191135.67,191567.81,191135.67,432.14,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,751.42,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000151520962,,1,1,20230327,20230301,,173.32,28.89,0.0,0.0,0.0,0.0,0.0,0.94,69327.99,69235.57,69327.99,69235.57,92.42,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,265.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,2.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000097584395,,1,1,20230327,20230301,,84.69,21.17,0.0,0.0,0.0,0.0,0.0,0.69,50816.97,50677.53,50816.97,50677.53,139.44,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,224.13,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000098523954,,1,1,20230327,20230201,,689.66,88.99,0.0,0.0,0.0,0.0,0.0,2.89,213571.99,212483.53,214656.95,213571.99,1088.46,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.46,600.67,N,0.0,0.0,0.0,1778.12,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,160,Y,20090730,,
CMLT06AMC1,0000000098524275,,1,1,20230327,20230201,,813.78,80.41,0.0,0.0,0.0,0.0,0.0,2.61,192991.39,192641.11,193340.2,192991.39,350.28,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.28,733.37,N,0.0,0.0,0.0,1164.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.06,0.0,4.54375,0.0,,,160,N,,,
CMLT06AMC1,0000000097589030,,1,1,20230327,20230301,,463.32,82.15,0.0,0.0,0.0,0.0,0.0,2.67,197157.75,195457.95,197157.75,195457.95,1306.82,392.98,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1770.14,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.82,0.0,2.30375,0.0,,,159,Y,20081215,,
CMLT06AMC1,0000000151525763,,1,1,20230327,20230201,,172.99,43.24,0.0,0.0,0.0,0.0,0.0,1.41,103778.96,103627.19,103930.48,103778.96,151.77,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.77,129.75,N,0.0,0.0,0.0,324.76,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.00028,0.0,1.48403,0.0,,,160,N,,,
CMLT06AMC1,0000000151527603,,1,1,20230327,20230301,,193.16,20.51,0.0,0.0,0.0,0.0,0.0,0.67,49212.56,48463.17,49212.56,48463.17,449.39,300.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,642.55,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.71,0.0,4.19375,0.0,,,159,N,,,
CMLT06AMC1,0000000149186025,,1,1,20230327,20230301,,50.89,12.72,0.0,0.0,0.0,0.0,0.0,0.41,30534.39,30433.99,30534.39,30433.99,100.4,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,151.29,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,99,N,,,
CMLT06AMC1,0000000097601553,,1,1,20230327,20211201,,496.85,76.44,0.0,0.0,0.0,0.0,0.0,2.48,183453.35,183244.25,186322.11,186322.11,209.1,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.1,420.41,N,0.0,0.0,0.0,705.95,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.25,0.0,2.73375,0.0,,,160,N,,,
CMLT06AMC1,0000000151469103,,1,1,20230327,20230301,,618.31,32.54,0.0,0.0,0.0,0.0,0.0,1.06,78101.83,77857.49,78101.83,77857.49,244.34,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,862.65,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.5,0.0,8.98375,0.0,,,159,N,,,
CMLT06AMC1,0000000145169041,,1,1,20230327,20230201,,254.24,29.43,0.0,0.0,0.0,0.0,0.0,0.96,70621.99,70282.79,70959.97,70621.99,339.2,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.2,224.81,N,0.0,0.0,0.0,593.44,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.32,0.0,3.80375,0.0,,,36,N,,,
CMLT06AMC1,0000000097606479,,1,1,20230327,20230201,,1103.51,86.89,0.0,0.0,0.0,0.0,0.0,2.82,208537.42,207583.12,209451.34,208502.07,918.76,35.54,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.76,1016.62,N,0.0,0.0,0.0,2022.27,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,6.35,0.0,5.83375,0.0,,,159,N,,,
CMLT06AMC1,0000000150712883,,1,1,20230327,20230301,,573.15,29.7,0.0,0.0,0.0,0.0,0.0,0.97,71272.33,70979.8,71272.33,70979.8,292.53,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,865.68,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.65,0.0,9.13375,0.0,,,159,N,,,
CMLT06AMC1,0000000145761565,,1,1,20230327,20230101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,89806.25,89806.25,90086.66,89806.25,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.07,0.0,0.0,Y,0.0,0.0,0.0,1008.61,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.7,0.0,9.18375,0.0,,,156,N,,,
CMLT06AMC1,0000000143956183,,1,1,20230327,20230301,,247.31,31.12,0.0,0.0,0.0,0.0,0.0,1.01,74678.73,74310.71,74678.73,74310.71,368.02,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,615.33,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.9739999999999998,0.0,3.45775,0.0,,,156,Y,20081027,,
CMLT06AMC1,0000000149906281,,1,1,20230327,20230201,,140.44,18.73,0.0,0.0,0.0,0.0,0.0,0.61,44942.04,44706.79,44942.04,44942.04,235.25,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.25,121.71,N,0.0,0.0,0.0,375.69,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.75,0.0,3.23375,0.0,,,159,N,,,
CMLT06AMC1,0000000150899581,,1,1,20230327,20221101,,402.81,42.76,0.0,0.0,0.0,0.0,0.0,1.39,102627.8,102275.17,103677.43,103677.43,352.63,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.63,360.05,N,0.0,0.0,0.0,755.44,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.71,0.0,4.19375,0.0,,,160,N,,,
CMLT06AMC1,0000000145006060,,1,1,20230327,20230201,,605.13,31.03,0.0,0.0,0.0,0.0,0.0,1.01,74477.49,74241.35,74477.49,74477.49,236.14,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.14,574.1,N,0.0,0.0,0.0,841.27,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.75,0.0,9.23375,0.0,,,156,N,,,
CMLT06AMC1,0000000096800677,,1,1,20230327,20230301,,159.93,25.59,0.0,0.0,0.0,0.0,0.0,0.83,61412.87,61326.7,61412.87,61326.7,86.17,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,246.1,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.125,0.0,2.60875,0.0,,,159,N,,,
CMLT06AMC1,0000000151475928,,1,1,20230327,20230301,,596.12,72.52,0.0,0.0,0.0,0.0,0.0,2.36,174050.09,173820.26,174050.09,173820.26,209.83,20.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,805.95,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.11,0.0,3.59375,0.0,,,159,Y,20080327,,
CMLT06AMC1,0000000150683423,,1,1,20230327,20230301,,62.71,15.68,0.0,0.0,0.0,0.0,0.0,0.51,37628.94,37518.13,37628.94,37518.13,110.81,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,173.52,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000097067714,,1,1,20230327,20230301,,83.48,20.87,0.0,0.0,0.0,0.0,0.0,0.68,50087.4,49941.47,50087.4,49941.47,145.93,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,229.41,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000150763548,,1,1,20230327,20230201,,141.2,35.3,0.0,0.0,0.0,0.0,0.0,1.15,84721.66,84395.4,85047.37,84721.66,326.26,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.26,105.9,N,0.0,0.0,0.0,467.46,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,Y,20090714,,
CMLT06AMC1,0000000150764983,,1,1,20230327,20230301,,902.16,52.15,0.0,0.0,0.0,0.0,0.0,1.69,125155.04,124736.53,125155.04,124736.53,418.51,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1320.67,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.65,0.0,8.13375,0.0,,,159,N,,,
CMLT06AMC1,0000000150598480,,1,1,20230327,20230301,,133.29,33.32,0.0,0.0,0.0,0.0,0.0,1.08,79972.43,79774.59,79972.43,79774.59,197.84,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,331.13,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000096809553,,1,1,20230327,20230201,,388.97,97.24,0.0,0.0,0.0,0.0,0.0,3.16,233383.4,232961.01,233805.08,233383.4,422.39,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.39,291.73,N,0.0,0.0,0.0,811.36,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,158,Y,20081110,,
CMLT06AMC1,0000000146923446,,1,1,20230327,20230201,,77.4,19.35,0.0,0.0,0.0,0.0,0.0,0.63,46433.39,46340.12,46526.51,46433.39,93.27,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.27,58.05,N,0.0,0.0,0.0,170.67,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0001700000000002,0.0,1.4839200000000001,0.0,,,157,N,,,
CMLT06AMC1,0000000141275701,,1,1,20230327,20230201,,147.48,14.81,0.0,0.0,0.0,0.0,0.0,0.48,35536.77,35204.37,35867.8,35536.77,332.4,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.4,132.67,N,0.0,0.0,0.0,479.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.98,0.0,4.46375,0.0,,,156,N,,,
CMLT06AMC1,0000000150921583,,1,1,20230327,20230301,,130.53,32.63,0.0,0.0,0.0,0.0,0.0,1.06,78319.32,78176.55,78176.55,78176.55,142.77,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,273.3,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,159,N,,,
CMLT06AMC1,0000000150176428,,1,1,20230327,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,-319.28,0.0,-319.28,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.51625,0.0,,,159,N,,,
CMLT06AMC1,0000000150734101,,1,1,20230327,20230301,,66.88,9.91,0.0,0.0,0.0,0.0,0.0,0.32,23779.34,23568.23,23779.34,23568.23,211.11,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,277.99,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.375,0.0,2.85875,0.0,,,159,Y,20080829,,
CMLT06AMC1,0000000151463262,,1,1,20230327,20230201,,568.62,66.9,0.0,0.0,0.0,0.0,0.0,2.17,160551.13,159892.31,161207.63,160551.13,658.82,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.82,501.72,N,0.0,0.0,0.0,1227.44,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.25,0.0,3.73375,0.0,,,159,N,,,
CMLT06AMC1,0000000150200368,,1,1,20230327,20230301,,361.9,17.65,0.0,0.0,0.0,0.0,0.0,0.57,42368.48,42205.71,42368.48,42205.71,126.5,36.27,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,488.4,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,10.25,0.0,9.73375,0.0,,,159,N,,,
CMLT06AMC1,0000000150754406,,1,1,20230327,20230301,,483.34,28.27,0.0,0.0,0.0,0.0,0.0,0.92,67837.52,67608.9,68064.52,67608.9,228.62,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,711.96,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.55,0.0,8.03375,0.0,,,159,N,,,
CMLT06AMC1,0000000150558963,,1,1,20230327,20230301,,138.57,14.59,0.0,0.0,0.0,0.0,0.0,0.47,35008.0,34787.5,35008.0,34787.5,220.5,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,359.07,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.75,0.0,4.23375,0.0,,,0,N,,,
CMLT06AMC1,0000000150961084,,1,1,20230327,20230201,,573.74,26.81,0.0,0.0,0.0,0.0,0.0,0.87,64345.02,64157.31,64531.07,64345.02,187.71,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.71,546.93,N,0.0,0.0,0.0,761.45,0.0,0.0,0.0,xxx,,0.0,0.0,9,0.0,0.0,0.0,10.7,0.0,10.18375,0.0,,,159,N,,,
CMLT06AMC1,0000000085703130,,1,1,20230327,20230301,,98.93,24.73,0.0,0.0,0.0,0.0,0.0,0.8,59351.7,59196.07,59507.07,59196.07,155.63,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,254.56,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.00025,0.0,1.484,0.0,,,159,N,,,
